Year,Units,Water type,Geography (HydroBASINs ID),Unit measure,Observation status,Unit multiplier,Value
2013-2017,Spatial extent (square km),Seasonal,2060052960 (Northumbria & East Humber),square km,Undefined,Units,8.821489048509079
2014-2018,Spatial extent (square km),Seasonal,2060052960 (Northumbria & East Humber),square km,Undefined,Units,9.47330370481078
2015-2019,Spatial extent (square km),Seasonal,2060052960 (Northumbria & East Humber),square km,Undefined,Units,10.1821286932194
1984-1988,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,27.8114534931516
1985-1989,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,27.865545563286
1986-1990,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,28.4519077724887
1998-2002,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,27.2171702871663
1999-2003,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,29.609311315538
2009-2013,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,32.0881664139518
2010-2014,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,32.4175131222846
2011-2015,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,33.2834031390026
2012-2016,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,33.1409294205561
2013-2017,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,33.8084818467813
2014-2018,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,33.6353663776228
2015-2019,Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,33.4172262951733
2001-2005 (baseline),Spatial extent (square km),Ephemeral,2060052960 (Northumbria & East Humber),square km,Undefined,Units,7.75997125598704
2001-2005 (baseline),Spatial extent (square km),Seasonal,2060052960 (Northumbria & East Humber),square km,Undefined,Units,2.83279858622964
2001-2005 (baseline),Spatial extent (square km),Permanent,2060052960 (Northumbria & East Humber),square km,Undefined,Units,32.0696146056976
1984-1988,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,5.56971142193201
1985-1989,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,4.96667343002896
1986-1990,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,5.60754460393353
1998-2002,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,6.91304994209072
1999-2003,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,7.11055374344853
2009-2013,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,5.92240422604537
2010-2014,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,6.31188797574147
2011-2015,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,6.17827326685455
2012-2016,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,5.74126353646232
2013-2017,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,5.6603859903654
2014-2018,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,5.69915718514382
2015-2019,Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,5.81526232219533
1984-1988,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,4.17644977731398
1985-1989,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,5.39263545438218
1986-1990,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,5.4577752305556
1998-2002,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,2.06018872899195
1999-2003,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,2.62080769865086
2009-2013,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,3.08512402321499
2010-2014,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,3.64053181078003
2011-2015,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,4.15706417992477
2012-2016,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,5.23265216410027
2013-2017,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,6.22256831465248
2014-2018,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,6.45175610314104
2015-2019,Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,7.01466799292126
1984-1988,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,13.0233693944411
1985-1989,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,13.4231712846831
1986-1990,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,13.4022223326657
1998-2002,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,13.5545972970906
1999-2003,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,14.7063727634785
2009-2013,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,15.6998325178546
2010-2014,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,16.0995301844547
2011-2015,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,16.619814604707
2012-2016,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,16.436902113212
2013-2017,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,16.5112135698707
2014-2018,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,16.5167374228902
2015-2019,Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,16.242108126543
2001-2005 (baseline),Spatial extent (square km),Ephemeral,2060053240 (North Humber),square km,Undefined,Units,6.66979196194871
2001-2005 (baseline),Spatial extent (square km),Seasonal,2060053240 (North Humber),square km,Undefined,Units,2.17671076061096
2001-2005 (baseline),Spatial extent (square km),Permanent,2060053240 (North Humber),square km,Undefined,Units,15.9253724788774
1984-1988,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0039604983913438
1985-1989,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.003335156540079
1986-1990,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0035436038238339
1998-2002,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0063576421545256
1999-2003,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0070872076476679
2009-2013,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0136532970859486
2010-2014,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0130279552346837
2011-2015,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0110477060390118
2012-2016,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.00865056227583
2013-2017,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0110477060390118
2014-2018,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0109434823971343
2015-2019,Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0128195079509288
1984-1988,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0134448498021936
1985-1989,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0153208753559881
1986-1990,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0165715590585177
1998-2002,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0048985111682411
1999-2003,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0067745367220355
2009-2013,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0050027348101185
2010-2014,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0070872076476679
2011-2015,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.010213916903992
2012-2016,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0147997571466007
2013-2017,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0191771501054545
2014-2018,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0212616229430039
2015-2019,Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.022616530287411
1984-1988,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0091716804852173
1985-1989,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0110477060390118
1986-1990,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0115688242483991
1998-2002,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.00865056227583
1999-2003,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0111519296808893
2009-2013,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0090674568433399
2010-2014,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0115688242483991
2011-2015,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0133406261603161
2012-2016,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0132364025184387
2013-2017,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0140701916534584
2014-2018,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0124026133834189
2015-2019,Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0112561533227667
2001-2005 (baseline),Spatial extent (square km),Ephemeral,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0057323003032608
2001-2005 (baseline),Spatial extent (square km),Seasonal,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0078167731408102
2001-2005 (baseline),Spatial extent (square km),Permanent,2060053250 (Head of Humber Estuary),square km,Undefined,Units,0.0156335462816205
1984-1988,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,21.7476177850785
1985-1989,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,20.0443950295169
1986-1990,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,20.1463257512731
1998-2002,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,20.2939064281716
1999-2003,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,18.9469200805471
2009-2013,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,17.7164557645417
2010-2014,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,18.4945894747989
2011-2015,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,16.498185614636
2012-2016,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,15.3026362186595
2013-2017,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,14.5986055177772
2014-2018,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,14.7379525269674
2015-2019,Spatial extent (square km),Ephemeral,2060053260 (South Humber),square km,Undefined,Units,15.0927298039183
1984-1988,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,10.1803568913075
1985-1989,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,12.2756689876122
1986-1990,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,12.377912380294
1998-2002,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,5.35876277077201
1999-2003,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,7.05500254232783
2009-2013,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,7.57612075171519
2010-2014,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,9.44974916174647
2011-2015,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,10.9189898412931
2012-2016,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,12.3176711152888
2013-2017,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,14.8876176767034
2014-2018,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,15.1393177718375
2015-2019,Spatial extent (square km),Seasonal,2060053260 (South Humber),square km,Undefined,Units,16.1293381460316
1984-1988,Spatial extent (square km),Permanent,2060053260 (South Humber),square km,Undefined,Units,25.9275069425745
1985-1989,Spatial extent (square km),Permanent,2060053260 (South Humber),square km,Undefined,Units,26.5898481867058
1986-1990,Spatial extent (square km),Permanent,2060053260 (South Humber),square km,Undefined,Units,26.8214331189575
1998-2002,Spatial extent (square km),Permanent,2060053260 (South Humber),square km,Undefined,Units,29.402635833695
1999-2003,Spatial extent (square km),Permanent,2060053260 (South Humber),square km,Undefined,Units,32.5202776331757
2009-2013,Spatial extent (square km),Permanent,2060053260 (South Humber),square km,Undefined,Units,34.0819646830677
2010-2014,Spatial extent (square km),Permanent,2060053260 (South Humber),square km,Undefined,Units,35.4175906537275
